x,y
15.525,2
15.975,4
16.425,4
16.875000000000004,4
17.325000000000003,1
17.775000000000002,1
18.225,2
19.125000000000004,1
20.025000000000002,1
20.475,1
21.375000000000004,1
21.825000000000003,2
22.275000000000002,1
22.725,1
24.525000000000002,2
24.975,2
25.425,1
25.875000000000004,1
26.325000000000003,1
27.225,1
27.675,1
29.925,2
30.375000000000004,2
31.275000000000002,2
31.725,1
32.175,3
32.625,1
33.075,2
33.525000000000006,1
33.975,2
36.675000000000004,2
37.575,1
38.475,1
38.925000000000004,2
40.725,2
42.525000000000006,2
43.875,1
44.325,1
45.225,1
46.575,1
51.075,2
52.875,2
54.225,1
55.125,1
56.025000000000006,1
60.075,18
